genome_id	metagenome_id	division	phylum	class	order	family	specie	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem_category	ecosystem_type	habitat	longitude	latitude	PULsFrequency	CAZysFrequency
3300021400_58	3300021400	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	GCA_002391235.1	2730456	19	298402	0	3	0	43	99.3	0	99.3	MQ	OTU-10592	Mammals	Digestive system	Cattle and sheep rumen	171.6	-42.26	17	51
3300021400_59	3300021400	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus sp1	2662368	74	80601	0	4	1	46	99.33	0	99.33	MQ	OTU-10593	Mammals	Digestive system	Cattle and sheep rumen	171.6	-42.26	53	88
3300021400_61	3300021400	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter massiliensis	2554181	34	125131	0	4	0	52	99.4	0	99.4	MQ	OTU-593	Mammals	Digestive system	Cattle and sheep rumen	171.6	-42.26	31	34
3300021414_6	3300021414	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA_002433125.1	3572825	13	454426	1	1	1	43	99.67	0	99.67	HQ	OTU-7821	Aquatic	Marine	seawater	-81.2145	29.6703	8	92
3300021469_7	3300021469	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae		1986130	57	50428	0	0	0	42	100	0	100	MQ	OTU-13673	Aquatic	Marine	hydrothermal vent microbial mat	-110.596	27.0114	54	37
3300021843_52	3300021843	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	GCF_000235685.2	1878854	72	44942	1	0	0	42	99.02	0	99.02	MQ	OTU-5832	Bioreactor	Anaerobic	Anaerobic digester digestate	-79.6609	43.5479	64	8
3300022135_1	3300022135	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter senegalensis	3087077	36	164642	0	0	0	40	99.5	0	99.5	MQ	OTU-7446	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	32	36
3300022135_5	3300022135	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_G buchneri	2474738	22	236046	0	3	0	39	99.06	0	99.06	MQ	OTU-7449	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	21	48
3300022135_7	3300022135	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		2033017	27	125884	3	3	1	59	99.18	0	99.18	HQ	OTU-7448	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	25	44
3300022137_10	3300022137	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GCF_000320505.1	1958253	48	72263	3	3	2	36	100	0	100	HQ	OTU-11358	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	40	19
3300022137_9	3300022137	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		1989699	46	70256	0	6	3	71	99.35	0	99.35	MQ	OTU-2980	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	42	46
3300022146_7	3300022146	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		1992846	17	211056	3	2	0	73	99.18	0	99.18	MQ	OTU-7448	Bioreactor	Anaerobic	Xylose enrichment biomass	-89.4147	43.0737	15	45
3300022177_28	3300022177	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae		2590426	10	569072	0	1	1	45	99.29	0	99.29	MQ	OTU-9802	Modeled	Simulated communities (microbial mixture)	defined medium	-76.485	42.4447	9	20
3300022181_47	3300022181	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GCF_000762265.1	2366759	16	226292	1	0	0	42	100	0	100	MQ	OTU-11666	Modeled	Simulated communities (microbial mixture)	defined medium	-76.485	42.4447	15	29
3300022181_65	3300022181	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides mccartyi	1367152	6	212809	1	1	1	46	99.01	0	99.01	HQ	OTU-12951	Modeled	Simulated communities (microbial mixture)	defined medium	-76.485	42.4447	5	9
3300022377_8	3300022377	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Schwartzia succinivorans	2495341	25	193127	0	6	1	48	99.37	0	99.37	MQ	OTU-17089	Mammals	Digestive system	Goate feces	-119.84	34.4148	23	47
3300022377_9	3300022377	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		2366261	12	286807	0	1	0	49	100	0	100	MQ	OTU-6918	Mammals	Digestive system	Goate feces	-119.84	34.4148	11	15
3300022661_124	3300022661	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	GCF_002139875.1	1509749	26	113393	0	0	0	37	99.88	0	99.88	MQ	OTU-13439	Mammals	Digestive system	Goate feces	-119.667	34.4204	25	21
3300022736_3	3300022736	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001898405.1	4839925	12	745643	1	1	1	41	100	0	100	HQ	OTU-2704	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	3	149
3300022736_6	3300022736	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3390929	12	343101	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	9	93
3300022741_11	3300022741	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001897155.1	3454801	8	892819	0	3	0	53	99.49	0	99.49	MQ	OTU-2666	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	5	35
3300022742_8	3300022742	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3478450	17	345306	0	0	0	48	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	14	94
3300022742_9	3300022742	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001897155.1	3450922	11	674912	0	3	0	53	99.49	0	99.49	MQ	OTU-2666	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	8	35
3300022753_120	3300022753	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	GCF_002139875.1	1540345	16	120925	0	0	0	36	99.88	0	99.88	MQ	OTU-13439	Mammals	Digestive system	Goate feces	-119.667	34.4204	16	22
3300022823_4	3300022823	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001898405.1	4837568	11	793313	1	1	1	41	100	0	100	HQ	OTU-2704	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	3	149
3300022823_7	3300022823	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3391288	13	464297	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	10	93
3300022849_3	3300022849	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		3434703	104	55812	0	3	0	43	100	0	100	MQ	OTU-12025	Terrestrial	Peat	soil	19.0475	68.3529	90	162
3300022861_4	3300022861	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		3476572	84	70661	0	3	0	43	100	0	100	MQ	OTU-12025	Terrestrial	Peat	soil	19.0475	68.3529	68	161
3300023171_9	3300023171	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		4769845	19	573120	0	1	1	34	99.46	0	99.46	MQ	OTU-16878	Terrestrial	Plant litter	plant litter	-89.38	43.3	16	48
3300023179_36	3300023179	Bacteria	Proteobacteria	Alphaproteobacteria	UBA998	UBA3002		2175303	102	34745	1	1	1	38	100	0	100	HQ	OTU-8743	Aquatic	Freshwater	freshwater	-83.95	34.2611	87	27
3300023187_6	3300023187	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		3637825	11	1971972	0	2	0	35	99.51	0	99.51	MQ	OTU-15333	Wastewater	Activated Sludge	activated sludge	-105.084	40.5853	10	50
3300023187_9	3300023187	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA_002786385.1	2957649	36	133817	1	2	1	35	99.29	0	99.29	HQ	OTU-1803	Wastewater	Activated Sludge	activated sludge	-105.084	40.5853	26	61
3300023225_6	3300023225	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3378061	15	343108	0	0	0	46	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	10	93
3300023228_3	3300023228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		3486430	91	58672	0	3	0	44	100	0	100	MQ	OTU-12025	Terrestrial	Peat	soil	19.0475	68.3529	76	159
3300023235_4	3300023235	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae		3625002	22	482714	0	2	0	65	99.72	0	99.72	MQ	OTU-17174	Aquatic	Non-marine Saline and Alkaline	saline water	78.188	-68.4725	12	81
3300024038_3	3300024038	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001898405.1	4830243	14	793313	1	1	1	41	100	0	100	HQ	OTU-2704	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	4	149
3300024038_5	3300024038	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001897155.1	3449985	14	287583	0	4	0	53	99.49	0	99.49	MQ	OTU-2666	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	11	35
3300024038_6	3300024038	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3334362	16	352011	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	13	94
3300024040_10	3300024040	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		3284827	41	91268	0	0	0	42	99.84	0	99.84	MQ	OTU-6962	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	39	37
3300024040_8	3300024040	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001897155.1	3454689	9	892975	0	3	0	53	99.49	0	99.49	MQ	OTU-2666	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	6	35
3300024040_9	3300024040	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3331803	26	183840	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	23	95
3300024042_8	3300024042	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3374969	17	267932	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	14	93
3300024043_10	3300024043	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		3289989	41	102045	0	1	1	42	99.84	0	99.84	MQ	OTU-6962	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	38	37
3300024043_7	3300024043	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001897155.1	3455446	9	893115	0	3	0	53	99.49	0	99.49	MQ	OTU-2666	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	6	35
3300024043_9	3300024043	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3334937	21	351975	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	18	94
3300024046_13	3300024046	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae		2252185	29	86660	0	0	0	35	99.46	0	99.46	MQ	OTU-8288	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	25	53
3300024046_8	3300024046	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		3615446	22	322859	0	1	0	42	99.05	0.03	98.9	MQ	OTU-9859	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	22	40
3300024218_5	3300024218	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	GCA_001898405.1	4837984	11	793315	1	1	1	41	100	0	100	HQ	OTU-2704	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	3	149
3300024218_9	3300024218	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3376488	14	570573	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	11	93
3300024276_2	3300024276	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162445	39	96902	3	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	32	26
3300024277_5	3300024277	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2156930	41	94848	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	35	26
3300024280_5	3300024280	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2158850	43	91253	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	37	25
3300024282_5	3300024282	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2155623	49	91933	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	42	26
3300024285_4	3300024285	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2157979	55	77337	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	45	26
3300024298_3	3300024298	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2160191	39	94962	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	33	26
3300024305_4	3300024305	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		2230029	8	369490	0	0	0	0	99.2	0	99.2	MQ	OTU-1749	Terrestrial	Soil	saline wetland	-96.6766	40.8786	7	22
3300024309_10	3300024309	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		3375404	12	352734	0	0	0	45	100	0	100	MQ	OTU-2665	Arthropoda	Ant dump	ant dump	-89.4125	43.0758	9	93
3300024311_6	3300024311	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2157545	51	81003	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	42	26
3300024312_7	3300024312	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2156043	94	33083	4	1	3	46	99.15	0	99.15	HQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	82	26
3300024320_11	3300024320	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2154938	57	72750	4	1	3	47	99.58	0	99.58	HQ	OTU-9320	Aquatic	Marine	seawater	-121.905	36.8313	48	26
3300024326_13	3300024326	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162865	45	91949	4	1	3	47	99.58	0	99.58	HQ	OTU-9320	Aquatic	Marine	seawater	-121.905	36.8313	38	26
3300024326_6	3300024326	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		3233836	12	497516	0	0	0	45	100	0	100	MQ	OTU-7584	Aquatic	Marine	seawater	-121.905	36.8313	11	51
3300024328_14	3300024328	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2161248	45	94890	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Marine	seawater	-121.905	36.8313	37	26
3300024350_5	3300024350	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162343	38	96880	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	33	26
3300024351_2	3300024351	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2159568	35	96817	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	30	26
3300024354_4	3300024354	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2159065	43	94891	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	36	26
3300024356_4	3300024356	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2160109	46	81078	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	39	26
3300024357_5	3300024357	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2159830	42	94890	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	35	26
3300024358_3	3300024358	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2159697	41	96818	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	34	26
3300024359_9	3300024359	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2165857	41	96306	4	1	1	48	99.58	0	99.58	HQ	OTU-9320	Aquatic	Marine	seawater	-121.905	36.8313	36	26
3300024490_1	3300024490	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162460	31	119084	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	26	26
3300024491_1	3300024491	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162597	34	119084	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	28	26
3300024492_1	3300024492	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2163535	39	94891	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	33	26
3300024494_3	3300024494	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2156989	50	84428	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	41	26
3300024498_1	3300024498	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2160676	34	94962	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	29	26
3300024499_3	3300024499	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2158992	35	96827	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	29	26
3300024501_4	3300024501	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2157195	44	96527	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	37	26
3300024502_6	3300024502	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2164864	35	97045	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	29	26
3300024504_3	3300024504	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2165276	32	119084	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	26	26
3300024506_5	3300024506	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2158746	42	94875	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	34	26
3300024507_5	3300024507	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2160224	45	84429	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	37	26
3300024509_6	3300024509	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2159134	42	94890	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	35	26
3300024510_1	3300024510	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2163218	37	96879	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	31	26
3300024511_2	3300024511	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2162669	38	96813	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	32	26
3300024512_1	3300024512	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2163508	38	97063	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-89.9778	29.8571	32	26
3300024514_4	3300024514	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2163966	37	94890	4	0	2	0	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	31	26
3300024515_6	3300024515	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus thermophilus	2163826	42	84428	4	0	2	47	99.58	0	99.58	MQ	OTU-9320	Aquatic	Freshwater	Freshwater	-81.6053	31.4271	36	26
3300024914_3	3300024914	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilus sp1	2904699	15	468127	0	2	0	38	99.57	0.03	99.42	MQ	OTU-8875	Aquatic	Freshwater	Freshwater Sediment	-122.16	48.3807	13	42
3300024930_3	3300024930	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilus sp1	2949829	5	934424	0	2	0	38	100	0.03	99.85	MQ	OTU-8875	Aquatic	Freshwater	Freshwater Sediment	-122.16	48.3807	4	42
3300024953_8	3300024953	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		3810769	14	689550	1	3	1	55	100	0	100	HQ	OTU-7396	Aquatic	Freshwater	Freshwater Sediment	-122.16	48.3807	13	32
3300024970_3	3300024970	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		3448945	35	161366	0	2	1	31	100	0	100	MQ	OTU-4116	Aquatic	Freshwater	Freshwater Sediment	-122.16	48.3807	31	46
3300024975_7	3300024975	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilus sp1	2949829	5	934424	0	2	0	37	100	0.03	99.85	MQ	OTU-8875	Aquatic	Freshwater	Freshwater Sediment	-122.16	48.3807	4	42
3300025039_6	3300025039	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	GCA_002715685.1	3614249	52	137329	0	2	0	40	99.81	0	99.81	MQ	OTU-14799	Aquatic	Marine	Marine	-144.994	49.9984	49	38
3300025059_2	3300025059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter pontiacus	3265457	8	525129	0	1	0	36	99.28	0	99.28	MQ	OTU-12646	Aquatic	Marine	Marine	-104.296	9.844	7	38
3300025061_11	3300025061	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	GCF_000016885.1	2800146	40	92507	0	2	1	47	99.66	0	99.66	MQ	OTU-5103	Aquatic	Marine	Marine	-104.296	9.844	38	21
3300025079_6	3300025079	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		2891462	17	315393	1	1	1	45	99.93	0	99.93	HQ	OTU-7139	Aquatic	Marine	Marine	-144.996	50.0005	16	38
3300025082_5	3300025082	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	GCA_002715685.1	3437544	11	565885	2	2	0	40	100	0	100	MQ	OTU-14799	Aquatic	Marine	Marine	-80.809	-13.003	10	36
3300025093_13	3300025093	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		2669524	7	581189	1	1	1	45	99.68	0	99.68	HQ	OTU-4702	Aquatic	Marine	Marine	-90.467	28.867	6	39
3300025094_19	3300025094	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae		2908329	8	411679	1	1	1	45	99.44	0	99.44	HQ	OTU-12286	Aquatic	Thermal springs	hot spring sediment	-116.516	49.9543	7	80
3300025103_3	3300025103	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	GCA_002715685.1	3430568	20	265855	2	1	0	36	99.26	0	99.26	MQ	OTU-14799	Aquatic	Marine	Marine	-76.2	-14.51	19	36
3300025105_26	3300025105	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae		2887363	8	397156	1	1	1	45	99.44	0	99.44	HQ	OTU-12286	Aquatic	Thermal springs	hot spring sediment	-116.516	49.9543	7	79
3300025128_5	3300025128	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	GCA_002715685.1	3437539	13	565885	2	2	0	40	100	0	100	MQ	OTU-14799	Aquatic	Marine	Marine	-80.809	-13.003	12	36
3300025218_6	3300025218	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	GCA_002341585.1	2805953	29	121267	1	1	1	43	99.68	0	99.68	HQ	OTU-2814	Aquatic	Marine	Deep ocean	-150.429	21.0597	26	40
3300025248_7	3300025248	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		2981725	39	128421	1	1	1	33	99.67	0	99.67	HQ	OTU-16901	Aquatic	Marine	Deep ocean	-108.034	11.9811	34	51
3300025254_6	3300025254	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paraburkholderia bryophila	6930648	10	1733325	4	6	0	51	100	0	100	MQ	OTU-9122	Plants	Rhizoplane	Arabidopsis root	-78.5097	35.6667	7	111
3300025266_8	3300025266	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter pontiacus	3337682	18	341606	0	1	0	36	99.04	0	99.04	MQ	OTU-12646	Aquatic	Marine	Deep ocean	-64.88	-64.45	17	38
3300025280_2	3300025280	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		4653907	89	90984	1	2	1	39	99.01	0	99.01	HQ	OTU-11868	Aquatic	Marine	Deep ocean	7.31	39.48	76	81
3300025287_5	3300025287	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	GCA_002341585.1	2777029	53	73942	0	0	0	42	99.68	0.04	99.48	MQ	OTU-2814	Aquatic	Marine	Deep ocean	-59.8286	17.4274	49	40
